scenario,gauge,pu,ewr,waterYear,startDate,endDate,eventDuration,eventLength,State,SWSDLName,Multigauge
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1929,1930-05-11,1930-05-22,12,12,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1929,1930-06-02,1930-06-30,29,29,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1930-07-01,1930-08-08,39,39,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1930-08-23,1930-10-03,42,42,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1930-10-11,1930-10-30,20,20,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1930-12-25,1930-12-26,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1931-01-02,1931-02-03,33,33,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1931-02-07,1931-02-14,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1931-05-15,1931-06-08,25,25,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1931-06-21,1931-06-22,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1930,1931-06-24,1931-06-30,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1931,1931-07-01,1931-08-12,43,43,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1931,1931-12-05,1932-01-19,46,46,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1931,1932-01-26,1932-01-31,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1931,1932-02-19,1932-02-22,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1931,1932-02-26,1932-02-28,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1931,1932-04-05,1932-04-25,21,21,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1932,1932-09-14,1932-09-30,17,17,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1932,1932-10-02,1932-10-02,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1932,1932-11-25,1932-12-19,25,25,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1932,1933-01-01,1933-01-06,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1932,1933-01-20,1933-03-15,55,55,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1933,1933-07-15,1933-07-16,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1933,1933-07-26,1933-09-15,52,52,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1933,1933-09-30,1934-03-11,163,163,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1933,1934-06-08,1934-06-13,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1933,1934-06-23,1934-06-24,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1934,1934-07-29,1934-10-01,65,65,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1934,1934-10-17,1934-10-18,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1934,1934-10-20,1934-10-30,11,11,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1934,1934-12-15,1935-02-02,50,50,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1934,1935-02-09,1935-02-10,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1934,1935-02-18,1935-02-22,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1934,1935-03-06,1935-03-21,16,16,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1934,1935-03-24,1935-03-25,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1935,1935-09-28,1935-10-13,16,16,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1935,1935-10-20,1935-11-03,15,15,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1935,1935-12-03,1936-01-08,37,37,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1935,1936-01-16,1936-02-24,40,40,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1935,1936-03-04,1936-03-11,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1936,1936-07-27,1936-08-14,19,19,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1936,1936-10-06,1936-10-11,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1936,1936-12-18,1936-12-19,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1936,1936-12-25,1937-01-05,12,12,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1936,1937-01-10,1937-02-26,48,48,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1936,1937-03-16,1937-04-15,31,31,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1937-08-28,1937-09-03,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1937-11-05,1937-11-08,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1937-11-23,1937-12-01,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1937-12-23,1937-12-23,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1938-01-12,1938-02-07,27,27,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1938-02-09,1938-02-17,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1938-02-24,1938-03-01,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1938-03-12,1938-03-17,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1937,1938-05-27,1938-06-03,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1938-07-31,1938-08-03,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1938-08-08,1938-08-21,14,14,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1938-08-25,1938-09-08,15,15,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1938-10-11,1938-10-14,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1938-11-15,1938-11-16,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1938-11-30,1938-12-04,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1938-12-20,1938-12-25,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1939-01-04,1939-01-24,21,21,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1939-01-29,1939-02-02,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1939-03-11,1939-04-01,22,22,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1938,1939-06-18,1939-06-24,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1939,1939-07-05,1939-07-24,20,20,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1939,1939-08-03,1939-08-25,23,23,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1939,1939-12-08,1939-12-10,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1939,1939-12-22,1939-12-28,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1939,1940-02-03,1940-03-01,28,28,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1940,1940-10-02,1940-10-08,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1940,1940-12-01,1940-12-04,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1940,1941-01-10,1941-02-27,49,49,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1940,1941-03-16,1941-04-24,40,40,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1940,1941-05-24,1941-05-27,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1940,1941-05-29,1941-06-30,33,33,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1941-07-01,1941-07-15,15,15,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1941-12-07,1941-12-08,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-01-05,1942-01-05,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-01-08,1942-01-11,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-01-23,1942-01-24,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-01-29,1942-01-29,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-02-03,1942-03-17,43,43,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-03-21,1942-03-29,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-04-29,1942-05-01,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-05-04,1942-05-06,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-05-18,1942-05-20,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1941,1942-05-26,1942-05-27,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1942,1942-07-11,1942-08-11,32,32,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1942,1942-10-12,1942-12-10,60,60,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1942,1942-12-13,1942-12-13,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1942,1942-12-28,1943-02-26,61,61,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1943-09-01,1943-09-12,12,12,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1943-10-26,1943-10-27,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1943-10-29,1943-10-30,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1943-11-08,1944-03-31,145,145,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1944-04-17,1944-04-19,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1944-05-01,1944-05-02,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1944-05-22,1944-05-23,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1944-06-03,1944-06-13,11,11,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1943,1944-06-21,1944-06-23,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1944-07-13,1944-07-20,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1944-07-28,1944-07-29,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1944-08-24,1944-09-11,19,19,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1944-12-08,1944-12-10,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1944-12-12,1944-12-13,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1944-12-15,1945-01-16,33,33,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1945-01-18,1945-02-01,15,15,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1945-02-05,1945-02-12,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1945-02-22,1945-04-16,54,54,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1944,1945-06-07,1945-06-30,24,24,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1945,1945-07-01,1945-10-08,100,100,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1945,1945-11-26,1945-11-29,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1945,1945-12-08,1945-12-25,18,18,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1945,1946-01-06,1946-01-06,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1945,1946-01-11,1946-01-20,10,10,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1945,1946-01-23,1946-04-25,93,93,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1945,1946-06-12,1946-06-14,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1946,1946-09-20,1946-10-16,27,27,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1946,1946-12-07,1946-12-19,13,13,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1946,1946-12-29,1947-01-02,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1946,1947-01-07,1947-03-26,79,79,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1946,1947-03-31,1947-05-29,60,60,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1947,1947-09-03,1947-09-22,20,20,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1947,1947-12-01,1948-02-27,89,89,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1947,1948-03-02,1948-03-07,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1947,1948-03-17,1948-03-17,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1947,1948-06-15,1948-06-30,16,16,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-07-01,1948-09-02,64,64,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-09-26,1948-09-29,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-11-03,1948-11-05,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-12-02,1948-12-03,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-12-05,1948-12-06,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-12-08,1948-12-09,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-12-11,1948-12-12,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-12-15,1948-12-19,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1948-12-21,1949-01-01,12,12,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1949-01-05,1949-01-17,13,13,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1949-01-24,1949-01-28,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1949-02-08,1949-02-17,10,10,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1949-02-20,1949-03-28,37,37,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1948,1949-06-18,1949-06-30,13,13,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1949,1949-07-01,1949-07-05,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1949,1949-07-26,1949-08-04,10,10,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1949,1949-09-13,1949-09-24,12,12,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1949,1949-10-06,1950-01-04,91,91,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1949,1950-01-30,1950-01-31,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1949,1950-02-12,1950-04-27,75,75,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1949,1950-06-09,1950-06-30,22,22,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1950,1950-07-01,1951-05-05,309,309,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1950,1951-06-09,1951-06-30,22,22,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1951-07-01,1951-07-28,28,28,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1951-08-05,1951-08-10,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1951-08-24,1951-08-28,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1951-10-23,1951-10-23,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1951-10-30,1952-02-20,114,114,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1952-02-26,1952-03-14,18,18,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1952-03-23,1952-04-11,20,20,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1952-04-14,1952-04-21,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1952-04-25,1952-04-26,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1951,1952-05-11,1952-06-30,51,51,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1952,1952-07-01,1952-09-25,87,87,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1952,1952-10-05,1953-05-12,220,220,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1953,1953-10-01,1953-10-07,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1953,1953-11-05,1953-11-07,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1953,1953-11-17,1953-12-27,41,41,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1953,1954-01-10,1954-01-12,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1953,1954-01-29,1954-01-31,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1953,1954-02-10,1954-03-31,50,50,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1954,1954-07-14,1954-08-01,19,19,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1954,1954-08-13,1954-08-25,13,13,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1954,1954-10-16,1955-01-26,103,103,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1954,1955-01-29,1955-02-20,23,23,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1954,1955-02-26,1955-03-19,22,22,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1954,1955-03-30,1955-04-12,14,14,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1954,1955-04-30,1955-06-30,62,62,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1955,1955-07-01,1955-07-01,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1955,1955-07-30,1955-08-03,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1955,1955-10-24,1955-11-07,15,15,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1955,1955-12-13,1955-12-17,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1955,1955-12-19,1956-06-30,195,195,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1956,1956-07-01,1956-10-22,114,114,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1956,1956-11-22,1957-02-06,77,77,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1956,1957-02-09,1957-03-05,25,25,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1956,1957-03-08,1957-03-12,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1956,1957-03-14,1957-03-19,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1957,1957-09-28,1957-10-05,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1957,1957-11-09,1958-02-18,102,102,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1957,1958-02-22,1958-02-27,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1957,1958-03-10,1958-04-12,34,34,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1958,1958-09-12,1958-09-18,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1958,1958-09-29,1958-10-04,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1958,1958-10-18,1958-10-22,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1958,1958-12-04,1958-12-13,10,10,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1958,1958-12-19,1959-05-03,136,136,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1958,1959-05-24,1959-05-28,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1959,1959-07-17,1959-08-10,25,25,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1959,1959-11-12,1959-12-02,21,21,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1959,1959-12-08,1960-03-17,101,101,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1959,1960-03-22,1960-03-29,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1959,1960-05-14,1960-05-20,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1959,1960-06-05,1960-06-08,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1959,1960-06-16,1960-06-21,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,BF1_b,1960,1960-07-14,1960-07-29,16,16,NSW,NSW Border Rivers,
